RAD_Results_from_Floragenex,Batch,PLATE_no,Row_no,Inst.,Extraction_Tube_no,Species,Collector_no,Wild_Garden_Collected,Original_Source_Information,Vouchers,MOR_Herbarium_Accession_Number,Notes,Voucher_Image,Photo_1,Photo_2,City,County,State_Province,Country,Lat,Long,Georeference_Source,Cronn_CP,AFLP,Section,Floragenex Library Name,SEQUENCED ON,SEQUENCING DETAILS
yes,3,4,D12,DUKE,PM143,Quercus michauxi,PM143,,,,,,,,,,,,,35.99555,-79.05416,PM gps info,YES,NO,Quercus L.,,,
,3,4,E12,DUKE,PM145 ,Quercus stellata,PM145 ,,,,,,,,,,,,,36.018663,-78.925342,PM gps info,YES,NO,Quercus L.,,,
yes,3,4,F12,DUKE,PM107,Quercus similis,PM107,,,,,,,,,,,,,32.19574,-93.29118,PM gps info,NO,NO,Quercus L.,,,
yes,3,4,G12,DUKE,PM155,Quercus michauxi,PM155,,,,,,,,,,,,,36.015223,-78.923317,PM gps info,YES,NO,Quercus L.,,,
,3,4,H12,XXXXXXXXXXXXXXXXXXXXXXXXXXXLEAVE BLANK FOR FLORAGENEX QUALITY CONTROLXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,,,,,,
,4,5,A1,Marco,OAK-MOR-588,Quercus suber,TUS13-001,Wild collected,,,,European Oaks,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,B1,Marco,OAK-MOR-589,Quercus ilex,TUS13-004,Wild collected,,,,European Oaks,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,C1,Marco,OAK-MOR-590,Quercus pubescens,TUS13-005,Wild collected,,,,European Oaks,,,,,,,,,,,no,no,Quercus L.,C335,,
,4,5,D1,Marco,OAK-MOR-591,Quercus cerris,TUS13-002,Wild collected,,,,European Oaks,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,E1,Marco,OAK-MOR-593,Quercus crenata,TUS13-003,Wild collected,,,,European Oaks,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,F1,MOR,OAK-MOR-611,Quercus lyrata,IL-MOR-MH78,The Morton Arboretum,,,,Also being used for CP seq,,,,,,,,,,,,,,C335,,
,4,5,G1,MOR,OAK-MOR-614,Quercus macrocarpa,IL-SH-060,Starhill Forest Arboretum,,,,Also being used for CP seq,,,,,,,,,,,,,,C335,,
,4,5,H1,MOR,OAK-MOR-615,Quercus macrocarpa,IL-SH-188,Starhill Forest Arboretum,,,,Also being used for CP seq,,,,,,,,,,,,,,C335,,
,4,5,A2,MOR,OAK-MOR-616,Quercus macrocarpa,IL-SH-187,Starhill Forest Arboretum,,,,Also being used for CP seq,,,,,,,,,,,,,,C335,,
,4,5,B2,MOR,OAK-MOR-289,Quercus bicolor,IL-SH-184,Starhill Forest Arboretum,,,,Also being used for CP seq,,,,,,,,,,,,,,C335,,
,4,5,C2,MOR,OAK-MOR-245,Quercus lyrata,IL-SH-031,Starhill Forest Arboretum,,,,Also being used for CP seq,,,,,,,,,,,,,,C335,,
,4,5,D2,MOR,OAK-MOR-487,Quercus macrocarpa,IL-SH-183,Starhill Forest Arboretum,,,,Also being used for CP seq,,,,,,,,,,,,,,C335,,
,4,5,E2,MOR,OAK-MOR-249,Quercus macrocarpa,IL-SH-027,Starhill Forest Arboretum,,,,Also being used for CP seq,,,,,,,,,,,,,,C335,,
,4,5,F2,JBG,OAK-MOR-729,Quercus cerris,"sample 2 (s.n); ""MA-ISR-cerris-2b""- recollected",,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,G2,JBG,OAK-MOR-735,Quercus ithaburense,collected on 21.10.2013,,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,H2,JBG,OAK-MOR-736,Quercus cerris,Coll #412,,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,A3,JBG,OAK-MOR-627,Quercus calliprinos,SA'ADIM RUIN to HADASSA,,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,B3,JBG,OAK-MOR-628,Quercus libani,JBC-650031,,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,C3,MOR,OAK-MOR-711,Quercus palmeri,FF 248,Rancho Santa Ana Botanical Garden,,,,,,,,,,,,,,,,,,C335,,
,4,5,D3,AGR,1,Quercus corrugata,AGR1,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,E3,AGR,2,Quercus corrugata,AGR2,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,F3,AGR,6,Quercus pinnativenulosa,AGR6,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,G3,AGR,7,Quercus sartorii,AGR7,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,H3,AGR,11,Quercus delagodana,AGR11,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,A4,AGR,17,Quercus glabrescens,AGR17,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,B4,AGR,18,Quercus polymorpha,AGR18,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,C4,AGR,20,Quercus polymorpha,AGR20,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,D4,AGR,21,Quercus benthamii,AGR21,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,E4,AGR,22,Quercus martinezii,AGR22,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,F4,AGR,25,Quercus martinezii,AGR25,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,G4,AGR,27,Quercus lowilliamsii,AGR27,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,H4,AGR,28,Quercus benthamii,AGR28,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,A5,AGR,29,Quercus lowilliamsii,AGR29,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,B5,AGR,33,Quercus segoviensis,AGR33,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,C5,AGR,34,Quercus affinis,AGR34,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,D5,AGR,23,Quercus martinezii,AGR23,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,E5,AGR,30,Quercus lowilliamsii,AGR30,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,F5,MOR,OAK-MOR-690,Quercus dentata,IL-MOR-MH208,The Morton Arboretum,,,,,,,,,,,,,,,,,,C335,,
,4,5,G5,MOR,OAK-MOR-578,Quercus acutissima,IL-MOR-MH209,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,Cerris J.C.Loudon,C335,,
,4,5,H5,JBG,OAK-MOR-658,Quercus faginea,JBG712065,,,,,,,,,,,,,,,,no,no,Quercus L.,C335,,
,4,5,A6,JBG,OAK-MOR-659,Quercus brantii,JBG840660,,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,B6,JBG,OAK-MOR-660,Quercus calliprinos,sa'admin ruins nat.res. tree3,,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,C6,JBG,OAK-MOR-662,Quercus macrolepis,CRETE 712079 tree 2,,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,D6,JBG,OAK-MOR-663,Quercus calliprinos,sa'admin ruins nat.res.,,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,E6,MOR,OAK-MOR-671,Quercus macrocarpa,IL-SH-059,Starhill Forest Arboretum,,,,,,,,,,,,,,,,,,C335,,
,4,5,F6,MOR,OAK-MOR-672,Quercus macrocarpa,IL-SH-186,Starhill Forest Arboretum,,,,,,,,,,,,,,,,,,C335,,
,4,5,G6,MOR,OAK-MOR-673,Quercus macrocarpa,IL-SH-190,Starhill Forest Arboretum,,,,,,,,,,,,,,,,,,C335,,
,4,5,H6,JBG,OAK-MOR-674,Quercus alnifolia,JBG.670226,,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,A7,MOR,Acer-MOR-1,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,B7,MOR,Acer-MOR-2,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,C7,MOR,Acer-MOR-3,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,D7,MOR,Acer-MOR-4,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,E7,MOR,Acer-MOR-5,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,F7,MOR,Acer-MOR-6,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,G7,MOR,Acer-MOR-7,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,H7,MOR,Acer-MOR-8,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,A8,MOR,Acer-MOR-9,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,B8,MOR,Acer-MOR-10,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,C8,MOR,Acer-MOR-11,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,D8,MOR,Acer-MOR-12,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,E8,MOR,Acer-MOR-13,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,F8,MOR,Acer-MOR-14,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,G8,MOR,Acer-MOR-15,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,H8,MOR,Acer-MOR-16,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,A9,MOR,Acer-MOR-17,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,B9,MOR,Acer-MOR-18,Acer griseum,,,,,,Acer griseum side project,,,,,,,,,,,,,na,C335,,
,4,5,C9,MOR,OAK-MOR-718,Quercus cornelius-mulleri,FF-235,Rancho Santa Ana Botanical Garden,Rancho Santa Ana,,,,,,,,,,,,,,,,,C335,,
,4,5,D9,MOR,OAK-MOR-723,Quercus garryana var. garryana,FF-243,Rancho Santa Ana Botanical Garden,Rancho Santa Ana,,,,,,,,,,,,,,,,,C335,,
,4,5,E9,MOR,OAK-MOR-709,Quercus john-tuckeri,FF-240,Rancho Santa Ana Botanical Garden,Rancho Santa Ana,,,,,,,,,,,,,,,,,C335,,
,4,5,F9,MOR,OAK-MOR-716,Quercus john-tuckeri,FF-249,Rancho Santa Ana Botanical Garden,Rancho Santa Ana,,,,,,,,,,,,,,,,,C335,,
,4,5,G9,MOR,OAK-MOR-708,Quercus palmeri,FF-247,Rancho Santa Ana Botanical Garden,Rancho Santa Ana,,,,,,,,,,,,,,,,,C335,,
,4,5,H9,MOR,OAK-MOR-713,Quercus peninsularis,FF-244,Rancho Santa Ana Botanical Garden,Rancho Santa Ana,,,,,,,,,,,,,,,,,C335,,
,4,5,A10,MOR,OAK-MOR-707,Quercus vacciniifolia,FF-242,Rancho Santa Ana Botanical Garden,Rancho Santa Ana,,,,,,,,,,,,,,,,,C335,,
,4,5,B10,MTU,5,Quercus rubra,OG-5,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,C10,MTU,6,Quercus rubra,OG-6,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,D10,MTU,7,Quercus rubra,OG-7,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,E10,MTU,8,Quercus rubra,OG-8,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,F10,MTU,9,Quercus rubra,OG-9,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,G10,MTU,10,Quercus rubra,OG-10,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,H10,MTU,11,Quercus rubra,OG-11,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,A11,MTU,12,Quercus rubra,OG-12,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,B11,MTU,13,Quercus rubra,OG-13,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,C11,MTU,14,Quercus rubra,OG-14,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,D11,MTU,15,Quercus rubra,OG-15,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,E11,MTU,16,Quercus rubra,OG-16,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,F11,MTU,17,Quercus rubra,OG-17,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,G11,MTU,18,Quercus rubra,OG-18,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,H11,MTU,19,Quercus rubra,OG-19,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,A12,MTU,20,Quercus rubra,OG-20,wild,,na,none for MOR,For Oliver Gailings lab,NA,NA,NA,,,,,,,,,,,C335,,
,4,5,B12,DUKE,PM179,Quercus laevis,PM179,Wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,C12,DUKE,PM178,Quercus hemisphaerica,PM178,wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,D12,DUKE,PM190,Quercus oglethorpensis,PM190 (4/13/17- NOTE: this # should really be PM189),wild,,,,,,,,,,,,,,,,,,C335,,
,4,5,E12,JBG,OAK-MOR-649,Quercus boissieri,NAHAK SOREQ Nat.Res,,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,F12,JBG,OAK-MOR-727,Quercus look," Mt. Hermon, ""500m S of Lower Ski Lift""",,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,G12,JBG,OAK-MOR-728,Quercus cerris,"sample 1 (s.n); ""MA-ISR-cerris-1b"" recollected",,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C335,,
,4,5,H12,XXXXXXXXXXXXXXXXXXXXXXXXXXXLEAVE BLANK FOR FLORAGENEX QUALITY CONTROLXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,,,,,,
,5,6,A1,MOR,Quercus-MOR-725,Quercus john-tuckeri,FF245,Rancho Santa Ana Botanical Garden,,,,,,,,,,,,,,,,,,C364,,
,5,6,B1,MOR,Quercus-MOR-715,Quercus john-tuckeri,FF239,Rancho Santa Ana Botanical Garden,,,,,,,,,,,,,,,,,,C364,,
,5,6,C1,MOR,OAK-MOR-621,Quercus x deamii,IL-MOR-MH218,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,D1,MOR,OAK-MOR-622,Quercus x guadalupesis,IL-MOR-MH220,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,E1,MOR,OAK-MOR-587,Quercus x jackiana,IL-MOR-MH210,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,F1,MOR,OAK-MOR-600,Quercus x humidicola,IL-MOR-MH231,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,G1,MOR,OAK-MOR-601,Quercus serrata,IL-MOR-MH225,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
"Q. hinckleyi from batch 2, plate 2- replaced on plate instead of Quercus x schuettei (Oak_MOR-604)",5,6,H1,MOR,OAK-MOR-472,Quercus hinckleyi ,QUH1006,Wild collected,silia-dried leaves received from Janet Backs;  QUH1006 pop1,n/a,photo voucher,,http://quercus.lifedesks.org/node/988,,,,,Texas,USA,29.8035,-104.341,GPS,NO,YES,Quercus L.,C364,,
,5,6,A2,MOR,OAK-MOR-606,Quercus x benderi,IL-MOR-MH236,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,B2,MOR,OAK-MOR-608,Quercus baronii,IL-MOR-MH230,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,C2,MOR,OAK-MOR-609,Quercus x schochiana,IL-MOR-MH232,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,D2,MOR,OAK-MOR-580,Quercus x bebbiana,IL-MOR-MH212,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,E2,MOR,OAK-MOR-581,Quercus x subfalcata,IL-MOR-MH216,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,F2,MOR,OAK-MOR-582,Quercus x exacta,IL-MOR-MH215,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,G2,MOR,OAK-MOR-583,Quercus x saulii,IL-MOR-MH214,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,H2,MOR,OAK-MOR-584,Quercus x hartwissiana,IL-MOR-MH211,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,A3,MOR,OAK-MOR-617,Quercus 'JFS-KWlQX',IL-MOR-MH233,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,B3,MOR,OAK-MOR-646,Quercus x fernowii,IL-MOR-MH222,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,C3,MOR,OAK-MOR-648,"Quercus ""K.B. Crystal""",IL-MOR-MH223,The Morton Arboretum,,,,RAD seq of LC collections,,,,,,,,,,,,,,C364,,
,5,6,D3,MOR,OAK-MOR-651,Quercus x runcinata,IL-SH-115,Starhill Forest Arboretum,,,,,,,,,,,,,,,,,,C364,,
,5,6,E3,JBG,OAK-MOR-652,Quercus coccifera,JBG19673216,,,,,,,,,,,,,,,,no,no,Cerris J.C.Loudon,C364,,
,5,6,F3,MOR,OAK-MOR-653,Quercus x runcinata,IL-SH-114,Starhill Forest Arboretum,,,,,,,,,,,,,,,,,,C364,,
,5,6,G3,EMS,15EMS12_1,Carex furva,15EMS12(1),wild,"Spain, Ávila",,,,,,,,,,,,,,,,,C364,,
,5,6,H3,EMS,15EMS12_2,Carex furva,15EMS12(2),wild,"Spain, Ávila",,,,,,,,,,,,,,,,,C364,,
,5,6,A4,EMS,23EMS12_1,Carex furva,23EMS12(1),wild,"Spain, Ávila",,,,,,,,,,,,,,,,,C364,,
,5,6,B4,EMS,28EMS12_1,Carex furva,28EMS12(1),wild,"Portugal, Serra da Estrela",,,,,,,,,,,,,,,,,C364,,
,5,6,C4,EMS,31EMS13_1,Carex furva,31EMS13(1),wild,"Spain, Granada",,,,,,,,,,,,,,,,,C364,,
,5,6,D4,EMS,34EMS13_1,Carex furva,34EMS13(1),wild,"Spain, Granada",,,,,,,,,,,,,,,,,C364,,
,5,6,E4,EMS,34EMS13_2,Carex furva,34EMS13(2),wild,"Spain, Granada",,,,,,,,,,,,,,,,,C364,,
,5,6,F4,EMS,34EMS13_7,Carex furva,34EMS13(7),wild,"Spain, Granada",,,,,,,,,,,,,,,,,C364,,
,5,6,G4,EMS,35EMS13_1,Carex furva,35EMS13(1),wild,"Spain, Madrid",,,,,,,,,,,,,,,,,C364,,
,5,6,H4,EMS,36EMS13_1,Carex furva,36EMS13(1),wild,"Spain, Asturias",,,,,,,,,,,,,,,,,C364,,
,5,6,A5,EMS,39EMS13_1,Carex furva,39EMS13(1),wild,"Spain, Ourense",,,,,,,,,,,,,,,,,C364,,
,5,6,B5,EMS,Carex-MOR-2972,Carex marina,"J. Saarela, 2461 ",wild,"Canada, Nunavut",,,,,,,,,,,,,,,,,C364,,
,5,6,C5,EMS,Carex-MOR-2973,Carex ursina,"J. Saarela, 1450",wild,"Canada, Northwest Territories",,,,,,,,,,,,,,,,,C364,,
,5,6,D5,EMS,Carex-MOR-2974,Carex pseudololiacea,MJW.2004.343 C.pseudololiacea 1877,wild,Japan,,,,,,,,,,,,,,,,,C364,,
,5,6,E5,EMS,CAREX-MOR-2975,Carex heleonastes,"MJW.2006,132 C.heleonastes 2946",wild,"Canada, Quebec",,,,,,,,,,,,,,,,,C364,,
,5,6,F5,EMS,CAREX-MOR-2976,Carex canescens,34EMS12,wild,"Spain, Lleida",,,,,,,,,,,,,,,,,C364,,
,5,6,G5,EMS,CAREX-MOR-2977,Carex lachenalii,37EMS12,wild,"Spain, Lleida",,,,,,,,,,,,,,,,,C364,,
,5,6,H5,EMS,Carex-MOR-2978 + Carex_MOR-3001,Carex paniculata,279PV04,wild,"Greece, Konitsa",,,,,,,,,,,,,,,,,C364,,
,5,6,A6,EMS,CAREX-MOR-2979,Carex elongata,"C. Minuzzo, s.n.",wild,"Italy, Torino",,,,,,,,,,,,,,,,,C364,,
,5,6,B6,EMS,Carex-MOR-2980,Carex remota,110PJM13,wild,"Spain, Girona",,,,,,,,,,,,,,,,,C364,,
,5,6,C6,EMS,Carex-MOR-2981,Carex trisperma var. trisperma,MJW.2009.107 C.trisperma 5496,wild,"Canada, Quebec",,,,,,,,,,,,,,,,,C364,,
,5,6,D6,EMS,Carex-MOR-2982,Carex laeviculmis,MJW.2006.163 C.laeviculmis,wild,"USA, California",,,,,,,,,,,,,,,,,C364,,
,5,6,E6,EMS,Carex-MOR-2983,Carex tenuiflora,MJW.2008.055 C. tenuiflora 4521,wild,"USA, Colorado",,,,,,,,,,,,,,,,,C364,,
,5,6,F6,EMS,Carex-MOR-2984,Carex nemurensis,MJW.2004.328 C.nemurensis 1963,wild,Japan,,,,,,,,,,,,,,,,,C364,,
,5,6,G6,EMS,CAREX-MOR-2985,Carex illota,MJW.2009.155 C.illota 5715,wild,"USA, Colorado",,,,,,,,,,,,,,,,,C364,,
,5,6,H6,EMS,CAREX-MOR-2986,Carex praeceptorum,MJW.2009.153 C.praeceptorum 5713,wild,"USA, Colorado",,,,,,,,,,,,,,,,,C364,,
,5,6,A7,EMS,Carex-MOR-2987,Carex mackenziei,MJW.2006.210 C.mackenziei 3223,wild,"USA, Alaska",,,,,,,,,,,,,,,,,C364,,
,5,6,B7,EMS,Carex-MOR-2988,Carex lapponica,MJW.2006.243 C. lapponica 3249,wild,"USA, Alaska",,,,,,,,,,,,,,,,,C364,,
,5,6,C7,EMS,CAREX-MOR-2989,Carex brunnescens,MJW.2006.129 C.brunnescens 2944,wild,"Canada, Quebec",,,,,,,,,,,,,,,,,C364,,
,5,6,D7,EMS,Carex-MOR-2990,Carex traiziscana,"B. Legler, 713 / WTU-356885",wild,"Russia, Sakhalin Island",,,,,,,,,,,,,,,,,C364,,
,5,6,E7,EMS,CAREX-MOR-3002,Carex bonanzensis,"G. Brunner, 548 / DAO-790300",wild,"Canada, Yukon Territory",,,,,,,,,,,,,,,,,C364,,
,5,6,F7,EMS,Carex-MOR-2992,Carex diastena,"S. Joneson, 32589 / WTU-391498",wild,"Russia, Sakhalin Island",,,,,,,,,,,,,,,,,C364,,
,5,6,G7,EMS,CAREX-MOR-3058,Carex glareosa,"R. Alho and K. Alho, s.n. / H-690032",wild,"Finland, Kälviä",,,,,,,,,,,,,,,,,C364,,
,5,6,H7,EMS,Carex-MOR-3003,Carex trisperma var. billingsii,"A.A. Reznicek, 9715 / DAO-685014",wild,"Canada, Ontario",,,,,,,,,,,,,,,,,C364,,
,5,6,A8,EMS,CAREX-MOR-2994,Carex loliacea,"P. Wagner, 20 / DAO-593356",wild,"USA, Alaska",,,,,,,,,,,,,,,,,C364,,
,5,6,B8,EMS,CAREX-MOR-2996,Carex arctiformis,"J.A. Calder and R.L. Taylor, 35299 / DAO-263591",wild,"Canada, British Columbia",,,,,,,,,,,,,,,,,C364,,
,5,6,C8,EMS,CAREX-MOR-2997,Carex kreczetoviczii,"A.E. Kozhevnikov, s.n. / MHA-47",wild,"Russia, Kamchatka",,,,,,,,,,,,,,,,,C364,,
,5,6,D8,EMS,CAREX-MOR-2998,Carex furva,11ML11(INV),wild,"Spain, Ávila",,,,,,,,,,,,,,,,,C364,,
,5,6,E8,EMS,CAREX-MOR-2999,Carex furva,172SMB07(12),wild,"Spain, Palencia",,,,,,,,,,,,,,,,,C364,,
,5,6,F8,EMS,CAREX-MOR-3000,Carex arcta,,MOR research Garden,Live specimen at The Morton Arboretum (Research Carex Garden,,,,,,,,,,,,,,,,,C364,,
,5,6,G8,MOR,CAREX-MOR-3022,Carex alata,Rothrock 4740-B,,,,,,,,,,,,,,,,,,na,C364,,
,5,6,H8,MOR,CAREX-MOR-3023,Carex festucacea ,4699 plant A,,,,,,,,,,,,,,,,,,na,C364,,
,5,6,A9,MOR,CAREX-MOR-3024,Carex albolutescens,Rothrock 4732 plant A,,,,,,,,,,,,,,,,,,na,C364,,
,5,6,B9,MOR,CAREX-MOR-3025,Carex shinnersii,Rothrock 4882D,,,,,,,,,,,,,,,,,,na,C364,,
,5,6,C9,MOR,CAREX-MOR-3026,Carex waponahkikensis,Lovit D,,,,,,,,,,,,,,,,,,na,C364,,
,5,6,D9,MOR,CAREX-MOR-3027,Carex missouriensis,Rothrock 48823A,,,,,,,,,,,,,,,,,,na,C364,,
,5,6,E9,MOR,CAREX-MOR-3028,Carex echinoides,Hipp & Gog 3158,,,,,,,,,,,,,,,,,,na,C364,,
,5,6,F9,MOR,CAREX-MOR-3029,Carex molesta,Hipp & Gog 3136,,,,,,,,,,,,,,,,,,na,C364,,
,5,6,G9,MOR,CAREX-MOR-3030,Carex bebbii,Hipp & Gog 3146,,,,,,,,,,,,,,,,,,na,C364,,
,5,6,H9,MOR,CAREX-MOR-3031,Carex tenera var. tenera,Hipp & Gog 3124A,,,,,,,,,,,,,,,,,,na,C364,,
,5,6,A10,MOR,CAREX-MOR-3032,Carex bicknellii,Hipp & Gog 3134A,,,,,,,,,,,,,,,,,,na,C364,,
,5,6,B10,MOR,CAREX-MOR-3034,Carex brevior,Hipp & Gog 3132,,,,,,,,,,,,,,,,,,na,C364,,
,5,6,C10,MOR,CAREX-MOR-3035,Carex normalis,Hipp 3111,,,,,,,,,,,,,,,,,,na,C364,,
,5,6,D10,MOR,CAREX-MOR-3037,Carex pachystachya,"Hipp, Gog, & Janeway 3190B",,,,,,,,,,,,,,,,,,na,C364,,
,5,6,E10,MOR,CAREX-MOR-3038,Carex feta,"Hipp, Gog, & Janeway 3185C",,,,,,,,,,,,,,,,,,na,C364,,
,5,6,F10,MOR,CAREX-MOR-3039,Carex fracta,"Hipp, Gog, & Janeway 3188B",,,,,,,,,,,,,,,,,,na,C364,,
,5,6,G10,MOR,CAREX-MOR-3040,Carex silicea,Rez. & Rez. 10925,,,,,,,,,,,,,,,,,,na,C364,,
